bi_right1
143.0682913
142.9674751
144.780492
144.1331476
143.8482484
145.4791129
146.4799373
142.5527291
141.3966577
143.7573106
143.611475
142.1560536
142.6301262
143.8191112
144.5642139
141.7853422
140.5022188
140.0777054
140.5995127
141.5346853
140.9566448
139.8683492
138.6874092
133.9675655
131.2957317
127.7318474
125.0471712
122.2745355
120.0373638
117.8251053
117.2909297
115.4254964
112.3291188
110.1416907
108.116345
108.1659565
105.7112697
103.7161763
100.6760598
96.49239311
94.10278264
89.75625853
85.92263134
81.82693965
80.46347339
77.94881712
73.10052638
71.31496903
69.9093866
67.52954723
65.03026634
62.03630559
59.12971998
55.67558718
55.11606564
52.928563
51.9128217
51.25735717
48.53217905
47.61498514
47.24684577
50.60388914
48.41894141
49.05400535
41.4621732
39.83430903
39.5131312
39.22808535
39.86429675
37.83749868
37.64352753
37.87927397
39.05269962
39.8251629
39.86175134
38.15550173
38.76865032
38.37786163
38.57093173
39.26497316
39.19395209
39.03828796
38.99598834
40.41177033
41.55397113
43.89636493
44.78656327
47.44292361
49.99409118
51.28626047
52.898709
53.19902604
55.60522952
57.50436696
58.56419887
58.68654543
60.85959716
62.89144937
65.2974424
67.38554161
70.79990063
73.02222388
75.55997622
77.64258302
80.6786072
83.97685288
85.01640032
88.60368134
90.34495084
91.95230856
95.31105134
98.45368201
101.0642524
102.5484242
106.3959467
107.0804868
108.3697429
111.0168076
111.0719794
113.819871
115.0606292
120.8733562
120.998274
122.7818437
123.7673661
124.5768402
125.4552557
124.7041359
124.2949699
126.8306692
127.4486138
132.3924022
134.1068668
132.1350912
134.07547
134.968725
136.8826176
139.1921345
140.8286692
139.1031283
139.8595863
137.3859922
138.4638964
142.1183194
143.858628
145.3574707
145.6000689
145.5105615
148.4911168
148.7924928
147.3695842
145.0062094
144.2771745
143.7792344
142.5789807
145.1457784
146.6609316
145.5434401
145.5204242
145.0135669
142.8579072
142.3533292
139.547639
141.5141008
141.6306031
140.7896248
139.4639773
138.0243494
137.9204988
133.7937662
129.0002394
123.6625781
121.5647378
122.0501877
120.3423695
119.0348801
115.085701
115.9980066
114.9653029
111.4440001
107.6110533
103.7006224
98.47424224
96.31977504
92.57220094
87.82787197
83.31652012
79.12295576
75.82718424
72.78899437
70.82137825
66.06118074
62.67470116
59.63512184
54.01019201
51.50543297
49.86626089
47.84226283
47.18766004
46.40671428
46.36138732
44.04751014
43.1605962
42.43299896
41.40828801
39.92616049
38.05000596
36.39930634
34.4763629
34.450292
32.62015188
33.06158387
33.40276418
34.2670438
34.67315404
35.87005014
36.05556041
35.87166247
36.58738787
37.87468412
39.37295795
40.28104382
40.77523209
41.51735927
42.16171043
43.55002471
44.23130529
46.91668473
50.81583716
51.50851892
54.35054851
54.46614014
55.40600224
57.70959314
59.13852072
63.9723994
66.17117179
68.03275659
70.02959399
74.02412957
78.82485834
81.42527216
82.67789821
85.41562596
86.16405249
88.45783824
90.6679076
94.51764481
96.05292759
97.03112389
100.8627893
104.3782825
105.6424147
108.4630128
110.1145951
