elbow_angle,back_angle
74.08409934251084,87.6962396753998
70.98931561451568,91.61353893288118
83.05180892110572,90.96828717954132
59.92107151166265,90.48146580583835
60.648594394789626,91.12330271407544
63.822483994330234,90.32188301539873
62.560246195557774,91.44412553093585
73.7886093096496,91.28372418645647
114.4808034712666,90.64194265600457
152.49859643806903,90.0
130.20502148149808,89.19533690222065
157.8833141042022,90.0
153.73760089195923,89.19079138584267
143.5500774444848,88.21008939175394
152.74989841345763,86.75724702237734
154.12353219902604,87.72239104166593
164.17879640459535,86.43377070064976
155.20191678142888,87.08916217383225
164.3755340874863,86.43377070064976
165.8553250224332,86.58583262027356
154.40581699472727,88.04193257076597
160.23390818689808,87.35998958092868
159.23255253442449,88.02506598911802
160.38849991345052,88.35402250243595
156.0314789245181,88.68685965908249
153.8479772494528,88.51854282911293
153.53416772074334,88.35402250243595
154.82665456038794,88.68685965908249
156.23594739673078,88.3397176310172
156.55077911198285,89.33573087094013
157.63794937726828,89.50034017113632
158.2980292202288,89.49446212351904
158.7794503054829,90.0
157.0891389912861,90.33214572574693
159.1343305762554,89.66688875607863
159.56508073700522,88.99196713574965
159.8416440999834,89.66591760825146
163.8568352413854,89.00653114371741
163.35990914211797,87.66948113202106
161.00855704629228,88.19471347848683
162.3224980739638,87.86675952138538
165.9092865863432,87.68960778084988
166.49778961102558,88.17379671209135
166.09004643173157,88.01365930411781
165.58304538192294,87.33699923393286
168.32513119024915,87.33699923393286
168.8058944157292,87.33699923393286
164.44083815110227,89.33573087094013
164.58114993093253,88.48814565717326
165.10877898157003,86.6433890492999
80.71566467345166,86.66291676324538
160.4079898370842,86.8386196555448
65.57137014328275,88.17379671209135
60.94311150165584,87.18715143978889
105.56093959054535,87.18715143978889
66.0998135755952,87.02197934805025
64.05033228232601,87.68960778084988
64.78707747968035,87.68293761412868
62.88308571650799,88.02506598911802
69.70382175766433,88.35402250243595
73.65491851051901,89.67166101822927
69.55710540584184,88.84765408843361
74.39704551248161,89.1815445383114
76.73323354846987,89.50890534503155
80.33908317478824,90.8161239955856
80.82318455911405,90.16370178173418
77.34111145458304,89.50890534503155
78.51625987133053,90.32740089084439
80.13652011195128,90.81380577376918
82.62573479419787,91.46462980520536
86.32386544641781,91.94148639091438
88.09749964860326,90.96556778740093
92.64561180616647,89.83905722242159
95.17406689069543,89.83905722242159
95.32029025527513,90.0
96.61695152963351,90.1623105559367
99.43891992314529,90.0
101.89264182783955,92.25204434540255
101.65586505245548,92.24574256589507
102.68963492035805,91.91981012995551
99.57308812134377,93.00448015618979
100.6977684967439,93.02114087626485
103.83389066669172,94.25383643611919
108.86802737425221,93.46822925891713
109.41173457494114,92.37934237360123
112.03293191844365,92.8466169158161
113.42197878744751,92.37934237360123
116.63602450064096,90.47350805873494
118.16753846727042,91.11085928295104
119.39417471639834,91.74531474977638
119.80384133737235,92.21475512731924
121.32099768324466,92.5448043798131
120.52819309698398,91.91981012995551
120.58822460119677,92.23324416842455
121.25482884374523,90.95484125387219
122.6472098845145,90.0
125.81006727574086,89.839956339394
128.62273698322835,91.60450423756235
128.31233118821507,91.12645724688693
130.6152931249392,90.32188301539873
131.1029498036695,90.96828717954132
134.5930452231488,90.80240943463896
135.91368654276323,90.32098140119359
135.86742289317544,89.51718182605671
136.55816316417565,90.64555892913452
137.77833269264448,91.1360280396881
141.3804837363862,91.6272833223936
141.17956065844731,90.32278970895975
141.15091958080532,89.67811698460127
143.1584607118886,90.0
143.44827885421552,90.0
143.1117671258539,91.63657704161672
142.50692597610305,90.48554583000814
144.57566431686953,89.51853419416165
144.47385529483682,89.52121632970473
147.53181183971378,90.0
147.7371474898009,89.52386874835814
146.1632004789346,90.16049195983462
147.96334013821183,89.20427644726072
149.09572261984647,89.36692322856887
148.21557997619257,88.88914071704896
146.06773733543972,88.88605577326659
146.82938041826569,88.55990663820384
146.67728564273813,88.56790381583536
145.40830031975136,88.72342510712018
147.07134484858042,89.83860386487962
148.35847755978128,88.5477420250168
147.03384784338527,88.05301787465206
145.33687061559027,87.87890360333854
147.17030833888293,87.88492396472368
145.59472287427505,87.53894534946971
146.65253183111534,87.71590899015996
147.74289500835184,87.89091026274225
147.37263467625797,88.70173431451468
143.5707419957189,88.70173431451468
145.75220423697252,88.38646106711883
