elbow_angle,back_angle
150.43109325249236,43.95144224321417
146.11122197751223,43.27589844443124
151.44461232681522,42.686277502175784
144.08054828170225,42.31921241897826
144.02301580118706,42.31921241897826
147.27757858177915,42.13759477388826
147.06677212202297,42.04726045236056
155.57883874679146,41.66707178271033
142.39983502732494,40.860810744273806
145.25461674159743,40.41489762149137
132.21287971676594,39.68968842548895
135.89785851840972,38.98146539141869
136.8039680779391,37.630416422974896
140.84711751769106,36.97162107116644
137.77464553576678,35.40562629323254
140.92812000216668,33.929797422060645
143.5466096996284,32.808663529397656
142.26054313744595,31.662450915056993
151.66400539589995,30.943301060071104
150.9946743812812,29.878195951811904
139.747672625392,29.100477411543444
160.3240435936111,28.893725879032424
154.03655009311743,28.62934734601718
152.4794667318738,28.252836251520293
148.20052275060692,27.989238495323775
147.36195242744304,27.891105553782893
156.65969429674374,27.94030895144976
162.17309396919907,29.29900874500974
160.21226408667695,30.18788107358616
154.8337515931863,31.514072602988833
162.77109995629795,33.489265382526845
161.02396382588876,35.566806299639296
166.28406254727068,39.28940686250036
162.06408371837867,41.469993312107306
166.14902271174614,44.90434770236354
163.68484747512048,47.94868634183974
159.22931014119723,53.01123161285602
149.67011794298347,58.12686301872735
144.61737277412567,64.23572714225718
142.09625677855306,68.35072977241873
138.16084169851382,72.25532837494306
130.15623672420287,75.9220261829243
125.36546207386613,78.92612884865594
121.08584781047318,81.52144802643005
111.47746449450062,83.40446365262929
111.71998918189539,85.16204475884003
107.4705769511721,88.38393334931428
100.13857424758184,90.89238545874055
97.79076734804998,93.76403486490572
94.11632892598155,94.1391892557262
88.05542124116079,96.13527209207248
82.23546842661042,98.02487606380619
81.59558384072076,98.88635229234502
76.21937654201257,99.43205502673486
74.13897540126622,99.49219487451231
72.79008859170405,99.28004568770967
71.84862996311153,100.73266455665579
74.80484438706304,101.0584792566912
70.74360250574998,102.5092994431321
65.08091913629471,103.77501831967461
60.20613349048259,105.27106520404126
53.43172952991893,107.99166343563687
54.76878500730622,108.21287327022854
47.601254395328276,109.42082095246683
46.156653986918094,108.76486329289631
43.57879456142086,108.8773784809615
44.65963303648255,108.76486329289631
47.63949087667909,108.65363394234498
48.127796163407865,109.31466133131308
39.8449586521787,110.05873448683907
36.25813215636804,110.28617579005517
41.80820804111687,108.26288994219412
46.185998812135686,107.38697217691552
41.256607864853365,107.2658094950146
58.22946209075287,105.47297232815494
42.13985153266072,105.47297232815494
44.86891003210966,102.84770485871768
53.09044637622953,101.19308196400581
53.78134788568541,96.77956794514995
55.821678844171984,93.24734279032293
61.68935690055869,92.00955381302113
67.9028307232022,85.61656130585104
63.4166828541416,85.4653439337282
65.12044900093855,83.8563999399446
60.22106228552616,79.53712082882393
54.731157554252455,78.95905981967627
54.72304775694881,76.9170093251889
56.76047977580444,73.5994602843547
57.84821927558723,73.39301942138299
62.38518208238206,69.79358143704391
60.15262937360345,70.30797876126348
65.34967399228263,68.1290568347834
70.09228106014069,65.60231367212069
73.55025347263368,65.94265054998827
73.11295039206789,67.10164663090323
77.53569434569044,65.72895376865031
79.58445034231589,65.72895376865031
84.45410350351165,65.30447370996045
88.1802889914237,63.60371351751466
92.3028589224884,61.090816348852165
95.65202165739834,60.652512678118946
96.74708763438338,59.93141717813755
96.6992305194745,58.78159723565363
98.98491209792616,58.27064387640368
101.97622665356664,57.64215232788986
110.75434364144019,57.69958448959736
118.6520177303839,57.03059609653788
127.39787462635474,56.881831424681955
130.99453417246326,55.900318151356174
128.47049603527583,55.64373250383707
126.55469385418934,54.61315693163105
135.65180933052608,54.027612950715096
147.2913487628666,53.54391891079904
146.08517777500407,52.71050028545083
144.0486305341501,52.58555601267826
139.29478325702263,50.24304644338338
143.86307458871988,48.831639450390355
147.40912416965347,48.53551960806361
147.2006432332674,47.72631099390627
151.81097622670026,47.33202368162306
147.63272088308466,46.55515950506716
150.6515113738802,46.43535699911264
146.10354790427832,45.128178263823536
136.82306526947013,43.02506598911803
146.7416632880866,42.76882539196875
139.1379358783447,42.63990446533706
134.22933733391983,42.990446186978865
136.31306955560444,43.225919141182096
159.60165781599525,43.18580809097005
148.75235085952428,42.17603971075765
149.31896622506227,42.58763534088667
142.84920462888542,42.96367454520172
136.22021024094477,43.33414934769094
141.91008682022064,43.95837332399003
124.00047969750162,44.22227700573639
108.48235031741305,46.891154701685366
125.34621391146345,50.93517123095181
