elbow_angle,back_angle
66.90967232915106,128.2381099351052
69.62275135548339,125.771710495104
74.00135867454408,125.85399283106705
79.22882593285794,124.61328576564028
86.15089226862962,123.79405249259744
92.49781922919325,122.52953827833113
96.43415348525245,122.47119229084849
103.51078102168135,123.00800713280714
106.64212968874403,122.83893935585934
112.67917862293594,122.77038424244215
114.29203534293097,122.21426226634499
117.39924271834354,122.59258147259926
117.80187705259762,123.63539599723559
117.58808136574582,123.85502612829409
122.21540926010924,126.5630958685941
121.57868805088862,127.25314129147878
123.28878583572784,128.24290245549412
125.41134310087598,128.7790500788404
128.64666635066547,129.92629526993704
131.4607562065953,129.8786834892214
132.90673059460042,129.2622653299436
132.5857828620214,129.65694424142484
134.78041166900314,131.53981677101356
135.94596315942212,132.23614262908742
136.95120577665884,132.8983456723287
136.59509744738102,133.29605141697223
135.04039070605094,132.33699923393286
133.8504760880867,131.49097341138346
135.9850095207662,131.90230895779482
133.64422102759252,131.77547739348012
129.4206619943836,131.77547739348012
128.3138983685573,131.36491795896484
127.37057097243706,132.1975484801332
127.71549556321243,130.8085117506258
124.56144918981265,130.53915174148344
121.11639113510039,130.12401378753782
116.46906799686126,129.6313446715834
114.29482930309526,129.50767544287257
112.49131667117499,130.0010356798543
108.33133993131167,129.70741995998804
102.16076006973651,129.46380228124244
97.43267350502204,130.02444185090116
89.29136223710258,130.88604235860376
83.84758949760042,131.27437180665103
78.69172377653135,132.12454631601477
75.57561864001876,130.86692938002824
69.31884934110332,131.53981677101356
64.79696761394258,132.3974377975002
61.33763110515705,133.7212886929502
58.3436457460465,132.8317077495047
54.225237576985805,132.28597896290074
52.08736242653617,131.61827267572366
50.40981328040926,131.75541265345655
46.90937249752079,131.08175113593262
42.69429978969568,131.67852423665397
39.22159263934279,132.05449261932336
35.65657308695253,131.03281923096296
33.3943793476819,130.89612452736304
31.264491026427585,130.24701402414317
31.467957937946153,130.26818340108312
29.443562747844954,130.38523342211158
30.313029214558096,131.304514723328
32.27763333167438,131.52788338241368
32.81122259861145,130.84035770628736
35.66374992699005,129.99608004775968
37.832761271480244,130.18235664806042
41.134761507153186,130.063975889916
44.48258321182176,130.82143103111056
47.82314615986712,131.08175113593262
50.825179723664434,130.96076153231215
53.828229460823266,131.34223336102562
57.56898220269197,131.18592516570965
62.42178720862687,131.18592516570965
66.58799806488938,130.52053954764975
71.09402873575971,130.80233164283905
76.0266415049713,130.13826785619705
80.93260193087744,129.51534590284456
87.80492461566735,128.80816571515794
96.07871824100934,129.1303995569853
101.61525166954969,128.09283727619535
108.85651551284641,127.52182951767372
116.64229821496313,126.71420297604625
119.46604807641508,126.40091128922253
123.71999007431933,126.86989764584402
128.8958393317643,127.02496027000711
131.66144462015234,126.98674815585842
135.45395773043094,127.14199224661786
136.21211662864863,128.6598082540901
137.76521634310984,128.36123993257397
140.0337099609565,128.83701113088443
144.2342597488976,128.92754359279232
145.44340135809634,128.92754359279232
145.5080221402324,128.95590783775887
146.00439047109066,128.54118362128136
147.35282346885936,127.85831336366837
148.74561623742798,128.6598082540901
147.64076123091624,128.07278187399083
145.99336043822728,128.18897526135257
148.84675832322762,128.22043205485008
148.09832870755588,128.6887894248674
148.85538617872947,128.63116036672088
147.5494444093696,127.34552218253616
145.7829397337258,127.52426261445179
142.6896221427135,126.9793102044716
142.61218372674227,127.22911412739451
139.821648801016,126.97759635267249
138.1111363095525,127.71971091600628
134.16020275714467,127.36411885278494
129.4259299523938,126.6561084159669
125.6296224286972,126.76438067579049
120.84336224111519,125.07998703759796
119.57417510428316,125.03619581009283
117.61077783665282,124.04187929445722
111.35680779309914,124.9194020124577
107.09752148712813,125.43605360000872
95.00596677763762,124.80576300678587
86.58482999050383,123.44542435212057
78.23488198648433,122.94921511659045
73.47797436627503,122.7031577421467
70.00997441425844,122.60728652305397
65.47092173666859,122.56580660838388
61.45582147361508,121.91096045323201
59.85747079676384,121.87410014598944
56.38724886994487,120.41108126712537
53.07988818237185,118.43626477471754
50.618033608929004,117.54576759107428
45.440277034023794,115.74070835623284
45.550496832091106,114.6858352622639
43.299991145253315,113.51326632463865
41.33740543943756,113.34401096157751
39.97284694713607,112.42042743597369
36.99046164026792,110.51212358808482
33.46318530274564,109.3348085378264
25.33671107339013,108.79229832348605
26.836853114633662,108.37545166932001
29.18153138242462,108.55381956422197
28.28577823289751,108.55381956422197
27.03541252974115,109.31635281950415
27.601204850501457,110.01471798325142
31.638913496549996,110.87901688055743
29.477894979695154,112.47943439710313
28.57534427776096,112.5205656028969
25.28762458097083,110.68765857043485
28.729035673510975,110.35609953429524
32.73171605438902,110.82089285331084
34.4206223752442,110.86278833604672
41.51365964366784,112.7183353781192
42.02632535944595,111.69879028948982
46.11476977397472,111.93848046770648
47.94108576413181,111.42311151739855
53.123799419249075,110.42602476308902
59.40016059362762,110.2975697722287
62.80964272345426,109.19417567059556
66.4176556616162,107.90716230271683
71.03638107637175,107.55354482633987
75.43361066802026,105.68590592006642
81.70806304894627,104.54124126782487
87.9191294888863,102.17513454990505
96.97547513119494,100.70284759615926
105.87370428646622,101.2344440071421
112.20489422141056,100.20013300719708
118.31653331074565,98.65675409661463
129.26222817697848,98.60967178077357
136.61634933384022,98.71615662009638
139.81012147403584,98.38324848092935
142.40839733629707,97.19923363836766
136.60534499389485,96.87481802870425
137.22219459696248,94.47665874841061
141.0682889868046,94.7295269108856
141.9089127925925,95.93416545954894
141.95440874349418,95.93416545954894
147.01461065922211,94.46084825851656
141.53293288209034,96.8268623384737
145.3149631750897,98.32565033042684
148.85473685383332,98.8067926944353
144.88182875455485,99.33232633463011
143.35066224875786,100.46287917117608
146.94417718844636,100.99812178626742
145.63860451601886,101.50310699328837
149.20205983001307,102.39966642630976
146.17621187020634,103.70230015811977
145.36504265566683,103.26332874340633
143.59308606432063,103.93921429817068
141.60778576989125,104.420773127511
143.46584778510942,104.1800819427709
140.52849010311664,105.1342781300188
137.30082501480933,105.1342781300188
138.6206684667855,104.95716230312385
135.30668773520253,104.18215770132349
129.58581848270268,102.2647737278924
124.29326139863795,101.15187555216178
124.4334614807109,99.42948795401931
117.72052102669916,99.33232633463011
111.40936671516025,97.90716270295847
106.43991554409922,97.1006143999883
100.74449566062916,95.78992265345795
96.09441850569215,94.17043652484212
90.1022991690999,93.19088681202977
85.91780777735387,91.80241923800327
84.56594776731397,90.99808334340771
81.31959163092517,89.80036394547562
77.01382570737447,89.39478540275519
74.93991031300226,87.38831862210162
69.74181050234128,86.36064785508475
68.17114074320665,84.49207945019533
65.36849327204311,84.38894772745594
60.75002775184869,84.84144821939395
58.3243444915437,85.00432575849183
55.63669237928462,84.21007734654205
53.13608749771648,83.39516450324604
50.4501783583726,81.95494822094996
47.70114984503675,80.30638120724919
47.88797113313354,77.93360014884033
44.70674273199426,76.31250914367574
42.911461914547246,75.66456458047989
41.55560582412866,75.37055136618946
39.02358609295467,74.9389839035214
38.4953647404473,74.08263530012499
39.232954157871774,73.22348571236218
39.288555915072,72.97158458138142
39.52242468131049,72.91218403933368
39.47412518530866,72.98745319075597
40.00124181297637,73.18314570981545
38.42922951906925,72.40283750848883
40.04393473307993,72.64597536373867
40.054924804799946,72.69326860888997
39.699297084807434,72.88268452935006
39.93036692971071,72.88268452935006
40.61500079419564,72.13990592932093
40.18075692672006,72.34101880386696
40.692596463681696,73.65711745655814
43.96214650669863,74.81699677744187
45.16519295637661,76.6648936589541
45.90489374488105,78.03622110875595
48.52117339979354,79.99202019855866
49.7052823269309,82.95192511717518
53.264233764807045,85.21911612516806
54.953666821839334,87.9249736385826
59.31975337542303,90.20609903738413
60.467927043172544,91.64243970193732
64.47772045021868,94.15964229371265
68.14839020399248,96.61346048231475
73.15698117634872,97.89576509429378
76.47673178682126,100.03157773236119
79.17169881884377,100.74585722957785
83.55023701298268,101.27000510800039
87.77109343889597,100.50639778790918
94.05199353860651,99.29330859939712
99.10385752306495,99.69866173771008
106.12302074349725,101.1094582063598
113.61858086276406,101.75158705827332
118.30192944697596,102.75002583581639
124.98815200595091,102.39540683375846
127.99108134646868,101.1489896964418
131.30738940458673,101.22889182153875
132.1759314153834,101.55548431141935
137.20007200098374,101.80243420778355
140.9283048339685,102.23853539381768
141.76549250249982,103.4957332807958
141.8580939972959,104.67175079590183
143.0948436012467,105.53477861523331
144.30120095995437,105.72660639820916
145.50806905699244,105.3955492539951
147.69550829732955,105.9180731659825
147.35142127813387,106.46875625365549
147.19150083969842,106.35581710101725
147.5409567070735,106.54676081618108
146.7003263654696,107.5554774259112
146.76983967911855,107.10272896905236
147.15593193381648,107.535761538446
148.45603218716516,108.56312708674554
148.88819268758215,108.49811944728489
148.68651790183682,107.72921343589657
148.61615275003996,107.98482289109191
147.41456900012486,108.94085867262616
146.6733762624493,108.62362798560545
146.60332628261713,107.42543604030563
147.4148548883106,106.9855298903463
145.1199932196345,106.02791496942638
144.40323621102922,105.89014444310892
145.07288101746784,104.76392380914352
141.80963896393098,105.75117366345302
139.94028072370728,105.64224645720874
140.1231226002227,104.91840132658656
139.9571673417534,104.47659518653704
134.08990164511238,102.64027795666857
130.83278816760694,103.34537177366173
131.2691991329388,102.1950496618987
132.50523465891254,101.30993247402021
126.69487107969603,100.70768647479397
124.84100504392947,98.79261828981797
120.36563403329906,97.90160594034248
111.15096609726234,95.87147942440363
103.15234597860284,94.05673786129488
96.88923257902519,93.03403964694503
90.02895606255477,92.2103189243539
87.20750370048636,91.61353893288118
83.25805485831944,91.20183306445212
78.95533414608093,89.19871266989298
74.28942878885195,87.96186439499262
73.76281630606181,86.9335144988741
72.87884787998166,86.95522155580602
72.26901249866958,86.5623350076348
71.20437126726074,85.94326213870511
68.49253358885399,85.10090754621223
65.60220118004808,84.89783474764182
60.4947684442457,83.68226837818978
58.294173461781384,83.25442035251719
55.449963176455185,83.27829088003978
51.750640570891235,82.92500177851691
49.792157477874504,83.30199383000867
47.03904047833733,83.27829088003978
